DATE,COMNAM,TICKER,PERMNO
2003-07-29,LEHMAN BROS FIRST TR INC OP FD,LBC,89780
2017-12-08,LUTHER BURBANK CORP,LBC,17148
2021-03-12,LONGBOARD PHARMACEUTICALS INC,LBPH,20834
2014-11-05,LIBERTY BROADBAND CORP,LBRDA,14944
2014-11-05,LIBERTY BROADBAND CORP,LBRDK,14988
1991-04-01,LIBERTY MEDIA CORP,LBTYA,76941
1995-08-11,TELE COMMUNICATIONS INC NEW,LBTYA,81875
2004-06-08,LIBERTY MEDIA INTL INC,LBTYA,90227
2005-06-16,LIBERTY GLOBAL INC,LBTYA,90227
2013-06-10,LIBERTY GLOBAL PLC,LBTYA,90227
1992-03-17,LIBERTY MEDIA CORP,LBTYB,77414
1995-08-11,TELE COMMUNICATIONS INC NEW,LBTYB,82187
2004-06-08,LIBERTY MEDIA INTL INC,LBTYB,90228
2005-06-16,LIBERTY GLOBAL INC,LBTYB,90228
2013-06-10,LIBERTY GLOBAL PLC,LBTYB,90228
2005-09-07,LIBERTY GLOBAL INC,LBTYK,90866
2013-06-10,LIBERTY GLOBAL PLC,LBTYK,90866
1992-02-14,LIVING CENTERS OF AMERICA INC,LCA,77312
2016-08-18,LANDCADIA HOLDINGS INC,LCA,16173
2019-06-06,LANDCADIA HOLDINGS II INC,LCA,18778
2021-05-17,LANDCADIA HOLDINGS IV INC,LCA,21313
2021-05-03,L CATTERTON ASIA ACQ CORP,LCAA,21314
2022-03-25,LOCAFY LTD,LCFY,22906
2021-07-26,LUCID GROUP INC,LCID,19751
2011-09-08,L C N B CORP,LCNB,13007
1991-06-05,LIFETIME HOAN CORP,LCUT,76686
2005-07-01,LIFETIME BRANDS INC,LCUT,76686
2001-08-24,LANDS END INC,LE,75232
2014-04-07,LANDS END INC,LE,14544
1995-06-13,LINCOLN ELECTRIC CO,LECO,81678
1998-06-02,LINCOLN ELECTRIC HOLDINGS INC,LECO,81678
2010-12-09,SEMILEDS CORP,LEDS,12488
2002-01-02,LEE ENTERPRISES INC,LEE,50286
2018-12-14,LEGACY HOUSING CORP,LEGH,18311
2020-06-05,LEGEND BIOTECH CORP,LEGN,19478
1991-04-19,LESLIES POOLMART,LESL,76621
2020-10-29,LESLIES INC,LESL,19937
2021-01-12,LEXARIA BIOSCIENCE CORP,LEXX,20437
2022-11-15,LIFECORE BIOMEDICAL INC,LFCR,83148
2022-02-07,LEAFLY HOLDINGS INC,LFLY,19140
2021-02-22,LIFEMD INC,LFMD,20287
2021-06-10,LIFESTANCE HEALTH GROUP INC,LFST,21348
1992-09-22,LITTELFUSE INC,LFUS,77918
2012-09-12,LIFEVANTAGE CORP,LFVN,13599
2020-06-17,LION GROUP HOLDING LTD,LGHL,18781
2013-11-07,L G I HOMES INC,LGIH,14317
2022-03-02,LOGICMARK INC,LGMK,14934
1994-11-25,LIGAND PHARMACEUTICALS INC,LGND,78081
2021-04-19,LARGO RESOURCES LTD,LGO,21074
2021-11-10,LARGO INC,LGO,21074
2022-01-03,SEMPER PARATUS ACQ CORP,LGST,22669
2021-12-30,L A M F GLOBAL VENTURES CORP I,LGVC,22567
2001-10-31,LOGICVISION INC,LGVN,89172
2021-02-12,LONGEVERON INC,LGVN,20609
1995-10-25,LILLY INDUSTRIES INC,LI,49585
2004-02-10,LAIDLAW INTERNATIONAL INC,LI,90045
2020-07-30,LI AUTO INC,LI,19564
2021-11-01,LIANBIO,LIAN,22319
2021-12-27,LIBERTY RESOURCES ACQ CORP,LIBY,22570
2021-08-18,AEYE INC,LIDR,20419
2000-08-01,LIFELINE SYSTEMS INC,LIFE,49534
2008-11-24,LIFE TECHNOLOGIES CORP,LIFE,86725
2015-05-07,ATYR PHARMA INC,LIFE,15378
2015-07-02,LIBERTY GLOBAL PLC,LILA,15403
2018-01-02,LIBERTY LATIN AMERICA LTD,LILA,17131
2015-07-02,LIBERTY GLOBAL PLC,LILAK,15402
2018-01-02,LIBERTY LATIN AMERICA LTD,LILAK,17130
2021-09-15,LILIUM N V,LILM,21940
1996-11-26,LINENS N THINGS INC,LIN,84169
2013-07-31,LIN MEDIA LLC,LIN,14029
2018-10-31,LINDE PLC,LIN,18143
2005-06-23,LINCOLN EDUCATIONAL SVCS CORP,LINC,90735
2015-07-09,LINDBLAD EXPEDITIONS HLDS INC,LIND,14045
1993-06-07,INTERLINK ELECTRONICS,LINK,79280
2016-04-25,INTERLINK ELECTRONICS INC,LINK,79280
2022-12-20,LIPELLA PHARMACEUTICALS INC,LIPO,23625
2013-12-03,LIQTECH INTERNATIONAL INC,LIQT,14339
1997-10-16,VARI LITE INTERNATIONAL INC,LITE,85478
2003-03-14,V L P S LIGHTING SVCS INTL INC,LITE,85478
2015-08-04,LUMENTUM HOLDINGS INC,LITE,15490
2021-11-19,SNOW LAKE RESOURCES LTD,LITM,22320
1995-01-17,LIVE ENTERTAINMENT INC,LIVE,89608
2008-02-01,LIVEDEAL INC,LIVE,92557
2015-10-09,LIVE VENTURES INC,LIVE,92557
2015-10-19,LIVANOVA PLC,LIVN,15702
2020-11-25,LIXTE BIOTECHNOLOGY HOLDINGS INC,LIXT,20154
2020-01-17,LIZHI INC,LIZI,19195
2018-09-13,LUOKUNG TECHNOLOGY CORP,LKCO,93396
2019-01-03,LUOKUNG TECHNOLOGY CORP,LKCO,18363
1997-08-15,LAKELAND FINANCIAL CORP,LKFN,85299
2012-05-22,L K Q CORP,LKQ,89866
2006-10-19,LEMAITRE VASCULAR INC,LMAT,91503
2016-11-16,LIMBACH HOLDINGS INC,LMB,14877
2021-09-29,LUMIRADX LTD,LMDX,21941
2015-12-08,L M FUNDING AMERICA INC,LMFA,15902
2010-05-27,LIMONEIRA CO,LMNR,93397
2022-09-14,LINKBANCORP INC,LNKB,23416
2020-10-02,LENSAR INC,LNSR,19680
1998-04-21,INTERSTATE ENERGY CORP,LNT,58819
1999-05-20,ALLIANT ENERGY CORP,LNT,58819
2015-06-25,LANTHEUS HOLDINGS INC,LNTH,15429
2022-04-29,LIGHT & WONDER INC,LNW,79338
1993-06-14,SURETY CAPITAL CORP,LOAN,11945
1995-03-15,HORIZON BANCORP INC TEX,LOAN,81495
1997-04-28,GENERAL CREDIT CORP,LOAN,84745
2008-07-24,MANHATTAN BRIDGE CAPITAL INC,LOAN,86887
2014-07-25,EL POLLO LOCO HOLDINGS INC,LOCO,14812
2002-01-02,LOGITECH INTERNATIONAL SA,LOGI,19673
2006-10-23,LOGITECH INTERNATIONAL SA,LOGI,84621
2006-06-07,LOOPNET INC,LOOP,91358
2017-11-20,LOOP INDUSTRIES INC,LOOP,17116
2008-11-20,GRAND CANYON EDUCATION INC,LOPE,92852
2018-06-27,LOVESAC CO,LOVE,17891
2014-03-21,LIPOCINE INC,LPCN,14545
2010-11-18,L P L INVESTMENT HOLDINGS INC,LPLA,12400
2012-06-20,L P L FINANCIAL HOLDINGS INC,LPLA,12400
1997-02-11,LEGEND PROPERTIES INC,LPRO,84425
2020-06-11,OPEN LENDING CORP,LPRO,17367
2000-04-07,LIVEPERSON INC,LPSN,88174
2000-07-12,LIGHTPATH TECHNOLOGIES INC,LPTH,83149
2017-01-24,LEAP THERAPEUTICS INC,LPTX,16542
2018-07-26,LIQUIDIA TECHNOLOGIES INC,LQDA,17968
2020-11-19,LIQUIDIA CORP,LQDA,17968
2006-02-23,LIQUIDITY SERVICES INC,LQDT,91095
2004-06-10,LAM RESH CORP,LRCX,48486
1992-10-28,LIFE RE CORP,LRE,78039
2011-11-11,L R R ENERGY L P,LRE,13083
2021-07-02,LOGAN RIDGE FINANCE CORP,LRFC,14151
2020-05-29,LARIMAR THERAPEUTICS INC,LRMR,14711
2022-05-25,LESAKA TECHNOLOGIES INC,LSAK,90875
2006-04-04,LAKE SHORE BANCORP INC,LSBK,91176
2004-06-10,LATTICE SEMICONDUCTOR CORP,LSCC,75854
2021-01-08,LANDSEA HOMES CORP,LSEA,17890
2022-09-15,LISATA THERAPEUTICS INC,LSTA,34666
1993-03-05,LANDSTAR SYSTEM INC,LSTR,78981
2016-04-18,LIBERTY MEDIA CORP 3RD NEW,LSXMA,15998
2016-04-18,LIBERTY MEDIA CORP 3RD NEW,LSXMB,15999
2016-04-18,LIBERTY MEDIA CORP 3RD NEW,LSXMK,16000
2009-10-09,LIGHTBRIDGE CORP,LTBR,93083
2020-06-11,LANTERN PHARMA INC,LTRN,19479
2000-08-04,LANTRONIX INC,LTRX,88542
2000-07-18,M D I ENTERTAINMENT INC,LTRY,88452
2021-11-01,LOTTERY COM,LTRY,17901
2021-11-05,LOTTERY COM INC,LTRY,17901
2021-10-14,LUCID DIAGNOSTICS INC,LUCD,22213
1993-11-02,LUCILLE FARMS INC,LUCY,79845
2022-08-15,INNOVATIVE EYEWEAR INC,LUCY,23258
2007-07-30,LULULEMON ATHLETICA INC,LULU,92203
2020-03-19,LUMOS PHARMA INC,LUMO,13111
2006-06-02,LUNA INNOVATIONS INC,LUNA,91359
2020-10-01,PULMONX CORP,LUNG,19979
1990-08-14,LUNAR CORP,LUNR,76257
2022-11-07,LUXURBAN HOTELS INC,LUXH,23255
2021-11-11,LULUS FASHION LOUNGE HLDGS INC,LVLU,22321
2021-10-06,LIVEONE INC,LVO,17323
2021-06-22,LIVEVOX HOLDING INC,LVOX,18549
2021-03-25,L A V A THERAPEUTICS N V,LVTX,20842
2004-06-10,LIFEWAY FOODS INC,LWAY,12209
2021-09-01,LIGHTWAVE LOGIC INC,LWLG,21942
2017-12-21,LEXINFINTECH HOLDINGS LTD,LX,17150
2020-10-01,LIXIANG EDUCATION HLDG CO LTD,LXEH,19980
2007-04-27,LEXICON PHARMACEUTICALS INC,LXRX,88173
2021-06-17,LYELL IMMUNOPHARMA INC,LYEL,21351
2019-03-29,LYFT INC,LYFT,18452
2020-05-01,LYRA THERAPEUTICS INC,LYRA,19402
2022-06-15,LYTUS TECHNOLOGIES HLDGS PTV LTD,LYT,23191
2004-06-10,L S I INDUSTRIES INC,LYTS,89456
2001-03-01,LUBRIZOL CORP,LZ,43721
2021-06-30,LEGALZOOM COM INC,LZ,21564
2012-03-29,MERRIMACK PHARMACEUTICALS INC,MACK,13325
1996-11-12,MAMA TISHS ITLN SPECIALTIES INC,MAMA,84228
2004-01-12,MAMMA COM INC,MAMA,78690
1998-04-23,MANHATTAN ASSOCIATES INC,MANH,85992
1994-02-01,MAPINFO CORP,MAPS,80252
2021-06-16,W M TECHNOLOGY INC,MAPS,19025
2021-06-07,MAQUIA CAPITAL ACQUISITION CORP,MAQC,21567
1993-10-12,MARRIOTT INTERNATIONAL INC,MAR,79764
1998-03-23,MARRIOTT INTERNATIONAL INC NEW,MAR,79764
1998-03-30,MARRIOTT INTERNATIONAL INC NEW,MAR,85913
2014-07-28,MARATHON PATENT GROUP INC,MARA,14813
2021-03-01,MARATHON DIGITAL HOLDINGS INC,MARA,14813
1992-02-12,MARKITSTAR INC,MARK,89077
2012-01-03,REMARK MEDIA INC,MARK,89756
2017-04-13,REMARK HOLDINGS INC,MARK,89756
2004-06-01,MARINE PETROLEUM TRUST,MARPS,51530
2007-08-08,MASIMO CORP,MASI,92220
2020-12-18,908 DEVICES INC,MASS,20305
2001-03-01,MATTEL INC,MAT,39538
1993-02-03,MATHSOFT INC,MATH,78894
2005-10-27,MATHSTAR INC,MATH,90954
2011-06-23,ADVISORSHARES TRUST,MATH,12831
2022-12-13,METALPHA TECHNOLOGY HOLDING LTD,MATH,16990
1994-07-20,MATTHEWS INTERNATIONAL CORP,MATW,80759
2020-08-27,MAXEON SOLAR TECHNOLOGIES LTD,MAXN,19584
1991-06-03,MAYS J W INC,MAYS,27617
2014-09-10,MIDDLEFIELD BANC CORP,MBCN,14932
2017-10-27,MERCHANTS BANCORP,MBIN,16991
1997-09-16,MEGABIOS CORP,MBIO,85382
2017-08-22,MUSTANG BIO INC,MBIO,16903
2014-08-01,MOBILEYE N V,MBLY,14856
2022-10-26,MOBILEYE GLOBAL INC,MBLY,23439
2016-11-29,MICROBOT MEDICAL INC,MBOT,77437
2004-06-16,METABASIS THERAPEUTICS INC,MBRX,90231
2016-06-02,MOLECULIN BIOTECH INC,MBRX,16099
2021-05-03,NOCTURNE ACQUISITION CORP,MBTC,21319
2014-01-31,MALIBU BOATS INC,MBUU,14434
1999-07-19,MERCANTILE BANK CORP,MBWM,87114
2021-12-27,MOUNTAIN & CO I ACQ CORP,MCAA,22573
2020-08-27,MOUNTAIN CREST ACQ CORP,MCAC,19644
2022-07-01,MONTEREY CAPITAL ACQ CORP,MCAC,23232
1992-10-06,MCAFEE ASSOCIATES INC,MCAF,77976
1999-12-02,MCAFEE COM INC,MCAF,87500
2021-07-28,MOUNTAIN CREST ACQ CORP IV,MCAF,21740
2021-12-02,MOUNTAIN CREST ACQ CORP V,MCAG,22574
1999-12-23,MACATAWA BANK CORP,MCBC,87501
1994-06-27,MID CONTINENT BANCSHARES INC KAN,MCBS,80642
2019-10-03,METROCITY BANKSHARES INC,MCBS,19015
2015-07-17,M C B C HOLDINGS INC,MCFT,15530
2018-11-20,MASTERCRAFT BOAT HOLDINGS INC,MCFT,15530
1993-03-19,MICROCHIP TECHNOLOGY INC,MCHP,78987
2004-03-31,MARCHEX INC,MCHX,90088
1992-05-01,METRICOM INC,MCOM,77572
2015-06-26,SERES THERAPEUTICS INC,MCRB,15431
1993-08-06,MONARCH CASINO & RESORT INC,MCRI,79507
2022-08-09,MILL CITY VENTURES III LTD,MCVT,23260
1991-12-03,PROFESSIONAL BANCORP,MDB,76422
2017-10-19,MONGODB INC,MDB,16968
2016-07-25,MADRIGAL PHARMACEUTICALS INC,MDGL,91832
2015-08-04,MEDIGUS LTD,MDGS,15379
2020-01-17,MEDIACO HOLDING INC,MDIA,19129
2019-01-08,M D J M LTD,MDJH,18364
2012-10-02,MONDELEZ INTERNATIONAL INC,MDLZ,89006
2018-11-28,MEDALIST DIVERSIFIED REIT INC,MDRR,18259
1995-10-24,MEDICIS PHARMACEUTICAL CORP,MDRX,76391
1999-07-23,ALLSCRIPTS INC,MDRX,87078
2001-01-09,ALLSCRIPTS HEALTHCARE SOLNS INC,MDRX,87078
2008-10-13,ALLSCRIPTS MISYS HEALTHCARE SOLS,MDRX,87078
2010-08-24,ALLSCRIPTS HEALTHCARE SOLNS INC,MDRX,87078
2020-11-18,MEDAVAIL HOLDINGS INC,MDVL,14820
2014-03-20,MEDIWOUND LTD,MDWD,14546
2020-12-17,MIDWEST HOLDING INC,MDWT,20306
2013-04-25,MIMEDX GROUP INC,MDXG,13878
2021-11-04,MDXHEALTH S A,MDXH,22325
1992-04-29,MEDICAL CARE INTERNATIONAL INC,ME,52434
2006-03-03,MARINER ENERGY INC,ME,91116
2021-06-17,23ANDME HOLDING CO,ME,20134
1994-05-24,MEDPLUS INC OHIO,MEDP,80552
2016-08-11,MEDPACE HOLDINGS INC,MEDP,16260
1991-06-06,MEDISYS INC,MEDS,76944
1995-09-25,MEDSTONE INTERNATIONAL INC NEW,MEDS,11899
2020-02-13,TRXADE GROUP INC,MEDS,19249
2021-06-01,TRXADE HEALTH INC,MEDS,19249
2022-08-05,MAGIC EMPIRE GLOBAL LTD,MEGL,23321
2012-07-02,M E I PHARMA INC,MEIP,89935
1997-06-05,MELITA INTERNATIONAL CORP,MELI,85023
2007-08-10,MERCADOLIBRE INC,MELI,92221
1999-04-05,METHANEX CORP,MEOH,77735
2006-03-03,MERCER INTERNATIONAL INC,MERC,75578
1996-09-30,MESA AIR GROUP INC NEV,MESA,11162
2018-08-10,MESA AIR GROUP INC NEV,MESA,18051
2015-11-13,MESOBLAST LTD,MESO,15848
1991-06-05,METATEC CORP,META,76947
1999-05-03,METATEC INTERNATIONAL INC,META,76947
2021-06-30,LISTED FUNDS TRUST,META,21413
2022-06-09,META PLATFORMS INC,META,13407
2017-02-03,RAMACO RESOURCES INC,METC,16592
2020-02-12,J M U LTD,MFH,15304
2020-05-19,MERCURY FINTECH HOLDING INC,MFH,15304
1993-06-09,MICROFLUIDICS INTERNATIONAL CORP,MFIC,18308
2022-08-15,MIDCAP FINANCIAL INVESTMENT CORP,MFIC,90121
1993-06-03,METRO FINANCIAL CORP,MFIN,79286
2016-05-11,MEDALLION FINANCIAL CORP,MFIN,83565
1996-05-22,MULTIMEDIA GAMES INC,MGAM,83529
2011-04-04,MULTIMEDIA GAMES HOLDING CO INC,MGAM,83529
2022-07-29,MOBILE GLOBAL ESPORTS INC,MGAM,23233
2002-08-12,M G E ENERGY INC,MGEE,50789
1999-04-12,MAGIC SOFTWARE ENTERPRISES LTD,MGIC,76948
2020-07-01,MAGNITE INC,MGNI,14580
2013-10-10,MACROGENICS INC,MGNX,14257
2002-10-11,M G P INGREDIENTS INC,MGPI,12226
2004-06-10,MCGRATH RENTCORP,MGRC,89915
2005-09-07,MONOGRAM BIOSCIENCES INC,MGRM,88271
2018-06-08,MEIRAGTX HOLDINGS PLC,MGTX,17893
2006-01-24,MAGYAR BANCORP INC,MGYR,91083
2008-05-06,MAIDEN HOLDINGS LTD,MHLD,92684
2022-02-16,MEIHUA INTL MED TECH CO LTD,MHUA,22782
2022-05-24,SINGING MACHINE CO INC,MICS,88937
1995-11-28,MIDDLEBY CORP,MIDD,75470
2021-09-29,MAWSON INFRASTRUCTURE GROUP INC,MIGI,21947
1994-12-19,MITCHAM INDUSTRIES INC,MIND,81165
2020-08-05,MIND TECHNOLOGY INC,MIND,81165
2021-07-07,MINIM INC,MINM,21743
1991-12-12,MIRAMAR RESOURCES INC,MIRA,75665
2019-07-18,MIRUM PHARMACEUTICALS INC,MIRM,18846
1995-12-06,AVALON CAPITAL INC,MIST,82725
2019-05-09,MILESTONE PHARMACEUTICALS INC,MIST,18663
2021-08-13,COLISEUM ACQUISITION CORP,MITA,21859
1995-05-26,MITEK SYSTEMS INC,MITK,11803
1999-03-30,M K S INSTRUMENTS INC,MKSI,86778
1999-01-15,MARKETWATCH COM INC,MKTW,86579
2004-08-18,MARKETWATCH INC,MKTW,86579
2021-07-22,MARKETWISE INC,MKTW,19797
2004-11-05,MARKETAXESS HLDGS INC,MKTX,90454
1992-10-21,MESA LABORATORIES INC,MLAB,53074
2017-04-06,MELCO RESORT & ENTERTAINMENT LTD,MLCO,91673
2022-12-13,MICROALGO INC,MLGO,21114
2021-11-01,MILLERKNOLL INC,MLKN,54114
1999-03-17,MULTEX COM INC,MLTX,86779
2022-04-06,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,19966
2021-06-28,META MATERIALS INC,MMAT,14358
2002-11-01,MARTIN MIDSTREAM PARTNERS LP,MMLP,89570
1990-05-10,MERIT MEDICAL SYSTEMS INC,MMSI,76392
1999-01-27,EATON VANCE MASS MUN INC TR,MMV,86551
2010-08-12,MAKEMYTRIP LTD,MMYT,12082
2000-08-08,MIND C T I LTD,MNDO,88546
2021-06-10,MONDAY COM LTD,MNDY,21571
2004-07-28,MANNKIND CORP,MNKD,90285
1995-07-25,MINIMED INC,MNMD,81882
2021-04-27,MIND MEDICINE MINDMED INC,MNMD,21077
2006-12-07,MEDICINOVA INC,MNOV,91672
2019-12-19,MONOPAR THERAPEUTICS INC,MNPR,19142
1991-07-30,MONRO MUFFLER BRAKE INC,MNRO,76750
2017-08-21,MONRO INC,MNRO,76750
2019-04-22,MAINSTREET BANCSHARES INC,MNSB,18560
2003-05-01,MONSTER WORLDWIDE INC,MNST,84342
2012-01-09,MONSTER BEVERAGE CORP,MNST,88031
2015-06-15,MONSTER BEVERAGE CORP NEW,MNST,88031
2021-01-22,MONTAUK RENEWABLES INC,MNTK,20438
2021-08-13,MOMENTUS INC,MNTS,19146
2008-05-28,MANITEX INTERNATIONAL INC,MNTX,90568
1998-11-11,MONY GROUP INC,MNY,86411
2022-08-25,MOBILICOM LTD,MOB,23322
2022-02-10,MODULAR MEDICAL INC,MODD,22783
2021-01-07,MODIVCARE INC,MODV,89824
2008-03-17,MIDWESTONE FINANCIAL GRP INC NEW,MOFG,92593
2018-04-18,MOGO FINANCE TECHNOLOGY INC,MOGO,17693
2019-06-25,MOGO INC,MOGO,17693
2021-06-16,MOLECULAR PARTNERS A G,MOLN,21572
2014-12-11,MOMO INC,MOMO,15135
2021-08-03,HELLO GROUP INC,MOMO,15135
1993-06-10,ROBERT MONDAVI CORP THE,MOND,79289
2022-07-19,MONDEE HOLDINGS INC,MOND,20820
2018-04-19,MORPHOSYS A G,MOR,17694
2019-06-27,MORPHIC HOLDING INC,MORF,18779
2005-05-03,MORNINGSTAR INC,MORN,90708
2018-02-14,MOTUS GI HOLDINGS INC,MOTS,17325
1994-09-27,CINEMA RIDE INC,MOVE,80940
2006-05-03,HOMESTORE INC,MOVE,87165
2006-06-23,MOVE INC,MOVE,87165
2021-03-23,MOVANO INC,MOVE,20848
1994-03-23,MOTORCAR PARTS & ACCESSORIES INC,MPAA,80341
2007-12-03,MOTORCAR PARTS OF AMERICA INC,MPAA,80341
2008-08-01,MID PENN BANCORP INC,MPB,85656
2000-01-18,M G C COMMUNICATIONS INC,MPWR,86077
2000-08-28,MPOWER COMMUNICATIONS CORP,MPWR,86077
2001-06-29,MPOWER HOLDING CORP,MPWR,86077
2004-11-19,MONOLITHIC PWR SYS INC,MPWR,90455
1993-06-07,QUAL MED INC,MQ,76697
2021-06-09,MARQETA INC,MQ,21345
2021-10-27,MARPAI INC,MRAI,22217
2016-10-07,EVERSPIN TECHNOLOGIES INC,MRAM,16392
1999-07-01,MERCANTILE BANKSHARES CORP,MRBK,52840
2017-11-07,MERIDIAN BANK,MRBK,17117
2018-08-27,MERIDIAN CORP,MRBK,17117
2012-10-25,MONROE CAPITAL CORP,MRCC,13650
1998-01-30,MERCURY COMPUTER SYSTEMS,MRCY,85738
2012-11-13,MERCURY SYSTEMS INC,MRCY,85738
2019-04-24,MEREO BIOPHARMA GROUP PLC,MREO,18483
2013-03-22,MARIN SOFTWARE INC,MRIN,13812
1994-08-16,MARKER INTERNATIONAL,MRKR,80832
2018-10-18,MARKER THERAPEUTICS INC,MRKR,16472
2001-08-24,MERRIMAC INDUSTRIES INC,MRM,53015
2020-12-29,MEDIROM HEALTHCARE TECHNOL INC,MRM,20308
2008-06-11,M D R N A INC,MRNA,80004
2010-07-22,MARINA BIOTECH INC,MRNA,80004
2018-12-07,MODERNA INC,MRNA,18312
2014-07-31,MARINUS PHARMACEUTICALS INC,MRNS,14815
2017-06-28,MERSANA THERAPEUTICS INC,MRSN,16792
2004-06-10,MARTEN TRANSPORT LTD,MRTN,75517
2013-07-15,MIRATI THERAPEUTICS INC,MRTX,14054
2016-05-19,MERUS N V,MRUS,16062
2020-11-20,MARAVAI LIFESCIENCES HLDGS INC,MRVI,20059
2000-06-27,MARVELL TECHNOLOGY GROUP LTD,MRVL,88360
2021-04-21,MARVELL TECHNOLOGY INC,MRVL,88360
2016-05-24,MIDLAND STATES BANCORP INC,MSBI,16063
2004-06-10,MIDDLESEX WATER CO,MSEX,53859
2004-06-10,MICROSOFT CORP,MSFT,10107
2021-01-13,MOTORSPORT GAMES INC,MSGM,20439
1993-04-23,MEASUREMENT SPECIALTIES INC,MSS,12217
2005-12-19,MILESTONE SCIENTIFIC INC,MSS,82621
2022-05-31,METAL SKY STAR ACQUISITION CORP,MSSA,23112
1992-04-24,MORNINGSTAR GROUP INC,MSTR,77534
1998-06-11,MICROSTRATEGY INC,MSTR,86211
2019-01-08,MMTEC INC,MTC,18365
1999-11-19,METRON TECHNOLOGY N V,MTCH,87401
2004-12-15,NORTEM N V,MTCH,87401
2015-11-19,MATCH GROUP INC,MTCH,15850
2020-07-01,MATCH GROUP INC NEW,MTCH,15850
1999-06-08,METRETEK TECHNOLOGIES INC,MTEK,77340
2022-02-02,MARIS TECH LTD,MTEK,22784
2017-08-02,MOLECULAR TEMPLATES INC,MTEM,90604
1999-02-16,MANNATECH INC,MTEX,86728
1995-12-12,METATOOLS INC,MTLS,82727
2014-06-25,MATERIALISE NV,MTLS,14705
1990-09-26,MATRIX SERVICE CO,MTRX,76279
1992-06-30,MICROTOUCH SYSTEMS INC,MTSI,77710
2008-07-15,M T S MEDICATION TECHNOLS INC,MTSI,11898
2012-03-15,M A COM TECHNOLOGY SOLS HLDS INC,MTSI,13326
2016-06-03,MACOM TECHNOLOGY SOLS HLDS INC,MTSI,13326
2021-07-23,MATTERPORT INC,MTTR,20601
1990-11-30,MICRON TECHNOLOGY INC,MU,53613
2021-11-05,MULLEN AUTOMOTIVE INC,MULN,12350
2017-12-07,M V B FINANCIAL CORP,MVBF,17151
1992-11-11,MEDIA VISION INC,MVIS,78070
1993-12-06,MEDIA VISION TECHNOLOGY INC,MVIS,78070
1996-08-27,MICROVISION INC WA,MVIS,83885
2001-01-17,BIPER S A DE C V,MVLA,86353
1990-07-11,MULTIVEST CORP,MVST,55555
2021-07-26,MICROVAST HOLDINGS INC,MVST,18457
2021-07-30,MAXCYTE INC,MXCT,21745
2010-03-24,MAXLINEAR INC,MXL,93289
2018-07-19,FIRST WESTERN FINANCIAL INC,MYFW,17970
1995-10-06,MYRIAD GENETICS INC,MYGN,82508
2021-04-19,MYMD PHARMACEUTICALS INC,MYMD,14419
2021-11-12,MYNARIC A G,MYNA,22327
2021-11-05,MAINZ BIOMED B V,MYNZ,22328
2021-06-22,PLAYSTUDIOS INC,MYPS,20277
2008-09-09,M Y R GROUP INC DE,MYRG,92782
2016-07-25,MY SIZE INC,MYSZ,16179
1995-01-20,NABISCO HOLDINGS CORP,NA,81191
2022-07-12,NANO LABS LTD,NA,23234
2022-06-13,NAAS TECHNOLOGY INC,NAAS,16998
1997-01-13,NATURAL ALTERNATIVES INTL INC,NAII,11654
2022-11-23,NEWAMSTERDAM PHARMA CO NV,NAMS,23516
2017-11-02,NANOVIBRONIX INC,NAOV,17041
2020-05-22,INARI MEDICAL INC,NARI,19358
1993-02-26,NATHANS FAMOUS INC NEW,NATH,78900
2004-06-10,NATURES SUNSHINE PRODUCTS INC,NATR,56945
1993-07-15,NAUTICA ENTERPRISES INC,NAUT,72710
2021-06-10,NAUTILUS BIOTECHNOLOGY INC,NAUT,19620
1991-06-03,NORTH AMERICAN VENTURES INC,NAVI,10362
1999-10-22,NAVISITE INC,NAVI,87333
2014-05-01,NAVIENT CORP,NAVI,14601
1992-01-02,NATIONSBANK CORP,NB,59408
1996-05-23,NEUROCRINE BIOSCIENCES INC,NBIX,83534
1997-04-03,NORTHEAST BANCORP,NBN,75556
2019-05-16,NORTHEAST BANK,NBN,75556
2019-07-15,NEUBASE THERAPEUTICS INC,NBSE,13965
2021-04-16,NEWBURY STREET ACQUISITION CORP,NBST,21079
1992-03-17,N B T BANCORP INC,NBTB,77415
2020-12-11,NANOBIOTIX S A,NBTX,20309
2021-12-10,NEWCOURT ACQUISITION CORP,NCAC,22580
2007-02-08,NATIONAL CINEMEDIA INC,NCMI,91822
2017-09-28,NUCANA PLC,NCNA,16929
2020-07-14,NCINO INC,NCNO,19565
2022-01-10,NCINO INC NEW,NCNO,19565
2022-07-13,NETCAPITAL INC,NCPL,23235
2022-08-11,NOCERA INC,NCRA,23265
2017-04-28,N C S MULTISTAGE HOLDINGS INC,NCSM,16675
2004-12-15,THE9 LTD,NCTY,90483
2005-02-10,NASDAQ STOCK MARKET INC,NDAQ,90601
2008-02-28,NASDAQ O M X GROUP INC,NDAQ,90601
2015-09-08,NASDAQ INC,NDAQ,90601
2013-06-28,NOODLES & CO,NDLS,13959
2017-06-28,ENDRA LIFE SCIENCES INC,NDRA,16793
2004-06-10,NORDSON CORP,NDSN,57809
1994-11-04,NEW ENGLAND COMMUNITY BNCP INC,NECB,81094
2006-07-06,NORTHEAST COMMUNITY BANCORP INC,NECB,91405
2021-07-13,NORTHEAST CMNTY BANCORP INC MD,NECB,21746
