DATE,COMNAM,TICKER,PERMNO
1996-10-16,MELVILLE CORP,CVS,17005
1996-11-21,C V S CORP,CVS,17005
2007-03-22,C V S CAREMARK CORP,CVS,17005
2014-09-04,C V S HEALTH CORP,CVS,17005
2001-10-10,CHEVRONTEXACO CORP,CVX,14541
2005-05-10,CHEVRON CORP NEW,CVX,14541
2001-08-24,CURTISS WRIGHT CORP,CW,18091
2001-11-06,CURTISS WRIGHT CORP,CW,89223
2002-01-02,CURTISS WRIGHT CORP,CW,18091
2002-01-02,CURTISS WRIGHT CORP,CW,89223
2004-06-10,CURTISS WRIGHT CORP,CW,18091
2004-06-10,CURTISS WRIGHT CORP,CW,89223
2006-06-30,CURTISS WRIGHT CORP,CW,18091
2021-09-24,CLEARWATER ANALYTICS HLDGS INC,CWAN,21898
2018-09-17,CLEARWAY ENERGY INC,CWEN,14030
2018-09-17,CLEARWAY ENERGY INC,CWEN,15332
2010-07-01,COMMONWEALTH REIT,CWH,70703
2016-10-07,CAMPING WORLD HOLDINGS INC,CWH,16437
2018-08-02,CUSHMAN & WAKEFIELD PLC,CWK,18012
1994-04-08,CALIFORNIA WATER SERVICE CO,CWT,20750
1998-01-02,CALIFORNIA WATER SERVICE GROUP,CWT,20750
1999-09-15,CEMEX S A DE C V,CX,87204
2006-08-15,CEMEX S A B DE C V,CX,87204
2002-01-02,COLONIAL HIGH INCOME MUN TR,CXE,75455
2007-07-02,M F S HIGH INCOME MUNICIPAL TR,CXE,75455
2002-01-02,COLONIAL INVESTMENT GRADE MUN TR,CXH,75623
2007-07-02,M F S INVESTMENT GRADE MUNI TR,CXH,75623
2007-08-01,CARDIUM THERAPEUTICS INC,CXM,84521
2021-06-23,SPRINKLR INC,CXM,21353
1992-11-19,AMERICAN MUNICIPAL TERM TR III,CXT,78084
2000-10-02,CORRECTIONS CORP AMERICA NEW,CXW,85234
2016-11-10,CORECIVIC INC,CXW,85234
1994-12-16,CHINA YUCHAI INTERNATIONAL LTD,CYD,81134
1994-10-19,COMMUNITY HEALTH SYSTEMS INC,CYH,76578
2000-06-09,COMMUNITY HEALTH SYS INC NEW,CYH,88284
2021-08-27,CAZOO GROUP LTD,CZOO,21794
2000-01-31,DOMINION RESOURCES INC VA NEW,D,64936
2017-05-11,DOMINION ENERGY INC,D,64936
2006-10-06,DANAOS CORP,DAC,91560
2001-08-24,DELTA AIR LINES INC,DAL,26112
2007-05-03,DELTA AIR LINES INC,DAL,91926
2008-02-01,DANA HOLDING CORP,DAN,92570
2016-08-01,DANA INC,DAN,92570
2019-10-25,YOUDAO INC,DAO,18994
1997-09-12,DARLING INTERNATIONAL INC,DAR,80928
2014-05-08,DARLING INGREDIENTS INC,DAR,80928
2018-07-27,ENDAVA PLC,DAVA,17984
2001-10-03,DEUTSCHE BANK A G,DB,89199
1997-03-03,DIEBOLD INC,DBD,40440
2016-12-12,DIEBOLD NIXDORF INC,DBD,40440
2019-04-02,DESIGNER BRANDS INC,DBI,90751
2012-01-27,DOUBLELINE OPPORTUN CREDIT FUND,DBL,13176
2021-06-22,DIGITALBRIDGE GROUP INC,DBRG,14686
2017-10-27,DREYFUS ALCENTRA GC IN 24 TT FD,DCF,17004
2019-06-03,BNY MELLON ALCENTRA GCI 24 TT FD,DCF,17004
1998-10-01,DONALDSON INC,DCI,61313
1996-11-15,DUCOMMUN INC DE,DCO,63132
2001-08-24,DU PONT E I DE NEMOURS & CO,DD,11703
2019-06-03,DUPONT DE NEMOURS INC,DD,16851
1999-06-09,CHEQUEMATE INTERNATIONAL INC,DDD,86940
2002-02-08,C 3 D DIGITAL INC,DDD,86940
2004-02-06,SCOLR INC,DDD,90049
2004-08-02,SCOLR PHARMA INC,DDD,90049
2011-05-26,3 D SYSTEMS CORP DEL,DDD,78664
1993-12-20,D D L ELECTRONICS INC,DDL,66472
2021-06-29,DINGDONG CAYMAN LTD,DDL,21379
1997-05-20,DILLARDS INC,DDS,49429
2002-01-02,DEERE & CO,DE,19350
2015-02-06,EASTERLY GOVERNMENT PPTYS INC,DEA,15194
1993-10-15,DECKERS OUTDOOR CORP,DECK,79686
2006-10-25,DOUGLAS EMMETT INC,DEI,91519
2003-07-22,DELL INC,DELL,11081
2018-12-28,DELL TECHNOLOGIES INC,DELL,18267
1997-12-17,DIAGEO PLC,DEO,76592
2017-09-20,DESPEGAR COM CORP,DESP,16963
2021-01-21,DREAM FINDERS HOMES INC,DFH,20344
1995-10-02,DAMEN FINANCIAL CORP,DFIN,82483
2016-10-03,DONNELLEY FINANCIAL SOL INC,DFIN,16277
2013-05-24,FLAHERTY & CRUM DYN PFD & INC FD,DFP,13898
1993-06-11,DEPARTMENT 56 INC,DFS,79328
2007-07-02,DISCOVER FINANCIAL SERVICES,DFS,92121
1995-02-01,DOLLAR GENERAL CORP,DG,30382
2009-11-13,DOLLAR GENERAL CORP NEW,DG,93096
1997-01-14,QUEST DIAGNOSTICS INC,DGX,84373
1998-04-24,DREYFUS HIGH YIELD STRATEGIES FD,DHF,85942
2019-06-03,B N Y MELLON HIGH YIELD STRAT FD,DHF,85942
1995-12-14,D R HORTON INC,DHI,77661
2001-02-01,DANAHER CORP,DHR,49680
2005-10-13,DOUBLE HULL TANKERS INC,DHT,90943
2008-07-07,D H T MARITIME INC,DHT,90943
2010-03-02,D H T HOLDINGS INC,DHT,90943
2007-07-18,DICE HOLDINGS INC,DHX,92172
2015-04-21,D H I GROUP INC,DHX,92172
2014-12-22,NUVEEN DOW 30 DYNAMIC OVERWR FD,DIAX,15109
1993-03-31,CONSORCIO G GRUPO DINA SA DE CV,DIN,79064
1994-08-16,CONSORCIO G GRUPO DINA SA DE CV,DIN,80780
2000-05-22,CONSORCIO G GRUPO DINA SA DE CV,DIN,79064
2000-05-22,CONSORCIO G GRUPO DINA SA DE CV,DIN,80780
2001-02-01,CONSORCIO G GRUPO DINA SA DE CV,DIN,79064
2001-02-01,CONSORCIO G GRUPO DINA SA DE CV,DIN,80780
2008-06-02,DINEEQUITY INC,DIN,76732
2018-03-01,DINE BRANDS GLOBAL INC,DIN,76732
2022-03-15,H F SINCLAIR CORP,DINO,32803
1996-02-12,DISNEY WALT CO,DIS,26403
1996-06-28,DONNA KARAN INTERNATIONAL INC,DK,83595
2006-05-04,DELEK U S HOLDINGS INC,DK,91215
2017-07-03,DELEK U S HOLDINGS INC NEW,DK,91215
2012-11-02,DELEK LOGISTICS PARTNERS L P,DKL,13681
2002-10-16,DICKS SPORTING GOODS INC,DKS,89540
2005-02-17,DOLBY LABORATORIES INC,DLB,90550
2013-11-13,DYNAGAS L N G PARTNERS LP,DLNG,14308
2004-10-29,DIGITAL REALTY TRUST INC,DLR,90373
2002-01-02,DELUXE CORP,DLX,61743
2020-02-26,DOUBLELINE YIELD OPP FUND,DLY,19208
1992-04-22,DAMES & MOORE INC,DM,77388
1997-08-13,DAMES & MOORE GROUP,DM,77388
2007-08-02,DOLAN MEDIA CO,DM,92243
2010-05-27,DOLAN CO,DM,92243
2014-10-15,DOMINION MIDSTREAM PARTNERS LP,DM,14956
2017-05-15,DOMINION ENERGY MIDSTREAM PTN LP,DM,14956
2020-12-10,DESKTOP METAL INC,DM,18719
2022-01-13,DESTRA MULTI ALTERNATIVE FUND,DMA,22709
2013-04-26,DREYFUS MUNI BOND INFRA FUND INC,DMB,13836
2019-06-03,B N Y MELLON MUNI BD INFRA FD IN,DMB,13836
2010-02-24,WESTERN ASSET MOR DEF OPP FD INC,DMO,93262
2020-01-02,WESTERN ASSET MOR OPP FD INC,DMO,93262
1999-07-20,GENENTECH INC,DNA,87031
2021-09-17,GINKGO BIOWORKS HOLDINGS INC,DNA,21102
1998-06-19,DUN & BRADSTREET CORP DEL,DNB,48506
2000-10-03,DUN & BRADSTREET CORP DEL NEW,DNB,88590
2020-07-01,DUN & BRADSTREET HOLDINGS INC,DNB,19495
2020-12-30,DANIMER SCIENTIFIC INC,DNMR,19388
2014-06-02,NOW INC,DNOW,14632
1990-11-01,DUFF & PHELPS UTILITIES INCOME,DNP,71810
2002-04-24,D N P SELECT INCOME FD INC,DNP,71810
1995-10-11,DIAMOND OFFSHORE DRILLING INC,DO,82298
2022-03-30,DIAMOND OFFSHORE DRILLING INC,DO,22928
1999-07-28,MEDICAL ADVISORY SYSTEMS INC,DOC,87035
2002-04-01,DIGITAL ANGEL CORP,DOC,87035
2013-07-19,PHYSICIANS REALTY TRUST,DOC,14036
2021-03-24,DIGITALOCEAN HOLDINGS INC,DOCN,20656
1999-02-11,P C DOCS GROUP INTERNATIONAL INC,DOCS,80471
2021-06-24,DOXIMITY INC,DOCS,21357
2009-10-23,DOLE FOOD INC NEW,DOLE,93056
2021-07-30,DOLE PLC,DOLE,21690
2021-07-29,DOMA HOLDINGS INC,DOMA,20354
2013-09-09,MASONITE INTERNATIONAL CORP NEW,DOOR,14177
2021-12-30,DOUGLAS ELLIMAN INC,DOUG,22426
2002-01-02,DOVER CORP,DOV,25953
2001-02-01,DOW CHEMICAL CO,DOW,20626
2019-04-02,DOW INC,DOW,18428
2011-07-27,DUFF & PHELPS GLBL UTIL INC FD I,DPG,12895
2019-11-22,DUFF & PHELPS UTIL AND INF FD I,DPG,12895
2004-07-13,DOMINOS PIZZA INC,DPZ,90248
2010-10-07,DAQO NEW ENERGY CORP,DQ,12325
1998-02-09,DUANE READE INC,DRD,85786
2011-12-30,DRDGOLD LTD,DRD,84072
1993-10-20,DRIVER HARRIS CO,DRH,31376
2005-05-26,DIAMONDROCK HOSPITALITY CO,DRH,90680
1995-05-30,DARDEN RESTAURANTS INC,DRI,81655
1997-10-23,DRIL QUIP INC,DRQ,85424
2021-11-12,DIRECT SELLING ACQ CORP,DSAQ,22378
1995-01-24,DOWNEY FINANCIAL CORP,DSL,54279
2013-04-26,DOUBLELINE INCOME SOLUTIONS FUND,DSL,13835
2002-01-02,DREYFUS STRATEGIC MUNI BOND FUND,DSM,75837
2019-06-03,B N Y MELLON STRAT MUNI BOND FUN,DSM,75837
1998-03-30,DEBT STRATEGIES FUND II INC,DSU,85905
2000-12-14,DEBT STRATEGIES FUND INC NEW,DSU,85905
2006-10-02,BLACKROCK DEBT STRATEGIES FD INC,DSU,85905
2005-03-18,DIANA SHIPPING INC,DSX,90630
1996-11-18,DEUTSCHE TELEKOM AG,DT,84165
2019-08-01,DYNATRACE INC,DT,18886
1998-10-01,DOMTAR INC,DTC,31325
2021-10-28,SOLO BRANDS INC,DTC,22089
1996-01-02,D T E ENERGY CO,DTE,11674
1991-11-22,DUFF & PHELPS UTILITIES TAX FREE,DTF,77124
2002-06-28,D T F TAX FREE INCOME INC,DTF,77124
2022-01-03,D T F TAX FREE IN 2028 TM FD INC,DTF,77124
1997-12-18,DOLLAR THRIFTY AUTOMOTIVE GRP IN,DTG,85647
2021-07-01,D T MIDSTREAM INC,DTM,21356
1997-06-19,DUKE ENERGY CORP,DUK,27959
2006-04-03,DUKE ENERGY CORP NEW,DUK,27959
1995-11-14,DEVRY INC DEL,DV,76708
2013-11-07,DEVRY EDUCATION GROUP INC,DV,76708
2021-04-21,DOUBLEVERIFY HOLDINGS INC,DV,20920
2000-10-09,DAVITA INC,DVA,82307
2012-11-08,DAVITA HEALTHCARE PARTNERS INC,DVA,82307
2016-09-01,DAVITA INC,DVA,82307
1999-08-18,DEVON ENERGY CORP NEW,DVN,87137
1997-04-28,DYNEX CAPITAL INC,DX,75269
2017-04-03,D X C TECHNOLOGY CO,DXC,40125
1990-09-24,DYCOM INDUSTRIES INC,DY,12008
1995-11-30,E N I SPA,E,82637
2018-04-19,GRAFTECH INTERNATIONAL LTD NEW,EAF,17672
2013-05-01,ELLINGTON RESIDENTIAL MTG REIT,EARN,13894
1991-05-10,BRINKER INTERNATIONAL INC,EAT,23297
1990-10-31,EHRLICH BOBER FINANCIAL CORP,EB,75056
1992-10-20,BENSON EYECARE CORP,EB,75056
2018-09-20,EVENTBRITE INC,EB,18063
2001-08-24,ENNIS BUSINESS FORMS INC,EBF,47511
2004-07-16,ENNIS INC,EBF,47511
2008-10-31,CENTRAIS ELETRICAS BRASILEI,EBR,92802
2016-10-13,CENTRAIS ELETRICAS BRASILEIRAS S,EBR,92802
2006-11-15,EMERGENT BIOSOLUTIONS INC,EBS,91571
2001-02-01,ENGELHARD CORP,EC,62834
2008-09-18,ECOPETROL S A,EC,92793
2021-09-28,BLACKROCK E S G CAPITAL ALL TR,ECAT,21991
2000-11-06,E C C INTERNATIONAL CORP,ECC,68398
2014-10-08,EAGLE POINT CREDIT CO INC,ECC,14959
2001-08-24,ECOLAB INC,ECL,70578
2002-01-02,ECHO BAY MINES LTD,ECO,65568
2021-08-03,ECOVYST INC,ECVT,16961
1998-01-02,CONSOLIDATED EDISON INC,ED,11404
2007-04-24,MORGAN STANLEY EMRG MKTS DOM DBT,EDD,91938
1993-06-18,EMERGING MARKETS INC FND II INC,EDF,79329
2003-04-21,SALOMON BROS EMRG MKT INCM II FD,EDF,79329
2006-10-09,WESTERN ASSET EMER MKT INC FD II,EDF,79329
2010-12-23,STONE HARBOR EMERG MKTS INC FD,EDF,12472
2022-04-11,VIRTUS STONE HARBOR EM MA IN FD,EDF,12472
1992-09-16,ENVIRONMENTAL DIAGNOSTICS INC,EDI,87637
1993-09-24,EDITEK INC,EDI,87637
2012-10-26,STONE HARBOR EMRG MTS TOT INC FD,EDI,13626
2022-04-11,VIRTUS STONE HARBOR EM TO IN FD,EDI,13626
2007-04-26,EMPRESA DISTRIBUIDORA Y COMERCIA,EDN,91929
2005-01-26,EDUCATION REALTY TRUST INC,EDR,90524
2021-04-29,ENDEAVOR GROUP HOLDINGS INC,EDR,20923
2006-09-07,NEW ORIENTAL EDUC & TECH GP INC,EDU,91457
1996-02-27,EL PASO ELECTRIC CO,EE,82855
2022-04-13,EXCELERATE ENERGY INC,EE,22977
2005-10-31,EUROPEAN EQUITY FUND INC,EEA,69999
1995-01-03,ENSERCH EXPLORATION INC,EEX,67491
1997-12-22,E E X CORP,EEX,67491
2017-04-28,EMERALD EXPOSITIONS EVENTS INC,EEX,16660
2020-02-14,EMERALD HOLDING INC,EEX,16660
1998-04-06,E F C BANCORP INC,EFC,85943
2010-10-08,ELLINGTON FINANCIAL L L C,EFC,12329
2019-03-04,ELLINGTON FINANCIAL INC,EFC,12329
2003-11-25,EATON VANCE SENIOR FLTG RATE TR,EFR,89892
2004-06-25,EATON VANCE FLOATING RATE INC TR,EFT,90202
1998-10-01,EQUIFAX INC,EFX,52476
2022-10-13,ENERFLEX LTD,EFXT,23469
2005-10-27,ENHANCED GOVERNMENT FUND INC,EGF,90922
2006-10-02,BLACKROCK ENHANCED GOVT FD INC,EGF,90922
2021-07-16,E G ACQUISITION CORP,EGGF,21628
2000-03-01,EAGLE FOOD CENTERS INC,EGLE,75659
2005-06-23,EAGLE BULK SHIPPING INC,EGLE,90724
2003-01-23,ELDORADO GOLD CORP NEW,EGO,89648
1994-05-03,EASTGROUP PROPERTIES,EGP,56290
1997-06-11,EASTGROUP PROPERTIES INC,EGP,85082
1992-07-30,COLUMBUS ENERGY CORP,EGY,77820
2002-05-22,ENERGY POWER SYSTEMS LTD,EGY,89404
2004-07-21,VAALCO ENERGY INC,EGY,78841
2022-07-01,ENHABIT INC,EHAB,23129
2018-01-02,ENCOMPASS HEALTH CORP,EHC,10693
1993-07-01,EVERGREEN HEALTHCARE INC,EHI,75467
2003-07-29,SALOMON BROTHERS GLOBAL HG IN FD,EHI,89788
2006-10-09,WESTERN ASSET GLOBAL HIGH INC FD,EHI,89788
1993-09-13,EQUITABLE OF IOWA COMPANIES,EIC,33321
2019-07-24,EAGLE POINT INCOME CO INC,EIC,18798
2007-01-31,EMPLOYERS HOLDINGS INC,EIG,91688
1996-02-05,EDISON INTERNATIONAL,EIX,15720
1995-11-17,LAUDER ESTEE COS INC,EL,82642
2018-09-20,ELANCO ANIMAL HEALTH INC,ELAN,18062
2000-12-12,ELECTRIC CITY CORP,ELC,88850
2008-08-25,EASTERN LIGHT CAPITAL INC,ELC,86367
1991-06-14,SOCIETE NATIONALE ELF-AQUITAINE,ELF,76674
1994-03-28,ELF AQUITAINE,ELF,76674
2016-09-22,E L F BEAUTY INC,ELF,16318
2022-10-20,ELME COMMUNITIES,ELME,52425
1997-07-30,COMPANHIA PARANAENSE DE ENERGIA,ELP,85237
1991-07-12,ELSINORE CORP,ELS,60927
2004-11-23,EQUITY LIFESTYLE PROPERTIES INC,ELS,78947
2000-09-29,STREETTRACKS SERIES TRUST,ELV,88606
2007-08-01,SPDR SERIES TRUST,ELV,88606
2022-06-28,ELEVANCE HEALTH INC,ELV,89179
1992-10-23,EMERGING MARKETS INCOME FUNDS IN,EMD,78011
2003-04-21,SALOMON BROTHERS EMERGING MKT FD,EMD,78011
2006-10-09,WESTERN ASSET EMERG MKTS INC FD,EMD,78011
2008-11-03,WESTERN ASSET EMER MKT INC FD IN,EMD,79329
2016-12-19,WESTERN ASSET EMERG MKTS DEBT FD,EMD,89970
1994-10-28,FOREIGN & COLONIAL EMERG MID E F,EME,81034
2000-11-16,EMCOR GROUP INC,EME,82694
2002-01-02,TEMPLETON EMERG MKTS FD INC,EMF,72813
2002-11-01,TEMPLETON EMERG MKTS FD,EMF,72813
1994-01-04,EASTMAN CHEMICAL CO,EMN,80080
1994-04-21,T C W D W EMERGING MKTS OPP TR,EMO,80428
2011-06-10,CLEARBRIDGE ENERGY M L P OPP FD,EMO,12839
2018-11-19,CLEARBRIDGE ENERGY MID OP FD INC,EMO,12839
2002-01-02,EMERSON ELECTRIC CO,EMR,22103
2001-10-30,ENBRIDGE INC,ENB,76932
2021-10-21,ENFUSION INC,ENFN,22086
2016-04-27,ENERSIS CHILE S A,ENIC,16034
2016-11-07,ENEL CHILE S A,ENIC,16034
2014-03-10,ENLINK MIDSTREAM LLC,ENLC,14505
2000-07-12,ENODIS PLC,ENO,88393
2022-04-05,ENOVIS CORP,ENOV,92648
1997-08-11,ENVIROTEST SYSTEMS CORP,ENR,79084
2000-04-04,ENERGIZER HOLDINGS INC,ENR,87659
2015-07-01,ENERGIZER HOLDINGS INC NEW,ENR,15400
2004-07-30,ENERSYS,ENS,90249
1995-07-20,C E T ENVIRONMENTAL SERVICES INC,ENV,81769
2003-08-07,C E T SERVICES INC,ENV,81769
2010-07-29,ENVESTNET INC,ENV,11370
2014-11-13,ENOVA INTERNATIONAL INC,ENVA,14960
1999-12-16,ENZO BIOCHEM INC,ENZ,33209
2007-03-28,EVERGREEN GLOBAL DIVIDEND OPP FD,EOD,91856
2010-07-12,WELLS FARGO ADV GLBL DIV OPP FD,EOD,91856
2015-12-15,WELLS FARGO GLOBAL DIV OPP FD,EOD,91856
2021-12-07,ALLSPRING GLOBAL DIV OPP FUND,EOD,91856
1999-09-15,EOG RESOURCES INC,EOG,75825
2004-10-27,EATON VANCE ENHANCED EQU INC FD,EOI,90376
2005-01-27,EATON VANCE ENHANC EQU INC FD II,EOS,90523
1994-03-18,EOTT ENERGY PARTNERS LP,EOT,80387
2009-05-27,EATON VANCE NATIONAL MUN OPP TR,EOT,92927
2001-12-31,EL PASO CORP,EP,77481
2022-03-08,EMPIRE PETROLEUM CORP,EP,22934
2019-10-07,ACTUANT CORP,EPAC,11581
2020-01-29,ENERPAC TOOL GROUP CORP,EPAC,11581
2012-02-08,EPAM SYSTEMS INC,EPAM,13210
1999-10-15,E P C O S AG,EPC,87272
2015-07-01,EDGEWELL PERSONAL CARE CO,EPC,87659
1998-07-28,ENTERPRISE PRODUCTS PARTNERS LP,EPD,86223
1997-11-18,ENTERTAINMENT PROPERTIES TRUST,EPR,85604
2012-11-12,E P R PROPERTIES,EPR,85604
2018-06-21,ESSENTIAL PROPERTIES RLTY TR INC,EPRT,17919
2015-11-11,EQUITY BANCSHARES INC,EQBK,15838
2014-08-01,EQUITY COMMONWEALTH,EQC,70703
2018-05-10,A X A EQUITABLE HOLDINGS INC,EQH,17787
2020-01-14,EQUITABLE HOLDINGS INC,EQH,17787
2018-05-17,EQUINOR A S A,EQNR,89016
1993-08-12,EQUITY RESIDENTIAL PROPERTIES TR,EQR,79547
2002-05-16,EQUITY RESIDENTIAL,EQR,79547
1992-09-11,EQUUS II INC,EQS,77895
2006-09-01,EQUUS TOTAL RETURN INC,EQS,77895
1998-10-01,EQUITABLE RESOURCES INC,EQT,24328
2009-02-09,E Q T CORP,EQT,24328
2000-11-17,ENERPLUS RESOURCES FUND,ERF,88818
2011-01-03,ENERPLUS CORP,ERF,88818
2000-07-21,EMBRAER EMPRESA BRAS DE AERO S A,ERJ,88392
2010-12-14,EMBRAER S A,ERJ,88392
2021-06-15,ERO COPPER CORP,ERO,21388
2007-11-15,ENERGYSOLUTIONS INC,ES,92389
2015-02-19,EVERSOURCE ENERGY,ES,44206
2022-04-05,E S A B CORP,ESAB,22880
1990-10-22,E S C O ELECTRONICS CORP,ESE,76478
2000-07-11,E S C O TECHNOLOGIES INC,ESE,76478
1994-12-20,I T T EDUCATIONAL SERVICES INC,ESI,81128
2019-02-01,ELEMENT SOLUTIONS INC,ESI,14406
2021-09-23,ENGAGESMART INC,ESMT,22003
2013-10-31,ESSENT GROUP LTD,ESNT,14235
2013-10-02,EMPIRE STATE REALTY TRUST INC,ESRT,14196
1994-06-07,ESSEX PROPERTY TRUST INC,ESS,80681
2018-10-05,ELASTIC N V,ESTC,18136
2001-02-15,E TRADE GROUP INC,ET,83862
2003-10-06,E TRADE FINANCIAL CORP,ET,83862
2012-03-22,EXACTTARGET INC,ET,13294
2018-10-19,ENERGY TRANSFER L P,ET,91111
2005-04-27,EATON VANCE TAX MNGD BUY WR INC,ETB,90648
2021-08-16,ETHAN ALLEN INTERIORS INC,ETD,79037
2004-01-28,EATON VANCE TAX ADV GLOB DIV INC,ETG,89984
2007-07-27,EATON VANCE RISK MNGD DIV EQ INC,ETJ,92173
2001-02-01,EATON CORP,ETN,11762
2012-12-03,EATON CORP PLC,ETN,11762
2004-04-28,EATON VANCE TAX ADV GLOB DIV OPP,ETO,90105
1994-01-03,ENTERGY CORP NEW,ETR,24010
2018-11-13,EQUITRANS MIDSTREAM CORP,ETRN,18150
1999-02-26,E 4 L INC,ETV,53137
2005-06-28,EATON VANCE TAX MAN BUY WR OPP F,ETV,90753
1992-03-18,E TOWN CORP,ETW,32281
2005-09-28,EATON VANCE TAX MAN GLBL BUY WR,ETW,90882
2021-02-05,E2OPEN PARENT HOLDINGS INC,ETWO,19454
2013-03-26,EATON VANCE MUNI INCOME TERM TR,ETX,13808
2015-01-12,EATON VANCE MUNI INC 2028 TM TR,ETX,13808
2006-11-28,EATON VANCE TAX MAN DIV EQ IN FD,ETY,91570
2015-01-23,EURONAV N V,EURN,15169
2015-04-29,ENVIVA PARTNERS LP,EVA,15313
2022-01-03,ENVIVA INC,EVA,15313
2000-08-02,ENTRAVISION COMMUNICATIONS CORP,EVC,88485
2022-05-10,EVE HOLDING INC,EVEX,20464
1998-10-28,EATON VANCE SENIOR INCOME TR,EVF,86369
2000-09-08,EVERGREEN RESOURCES INC,EVG,33647
2005-02-24,EATON VANCE SHORT DUR DIV INC FD,EVG,90552
2015-06-05,EVOLENT HEALTH INC,EVH,15452
1999-01-27,EATON VANCE MUNICIPAL INCOME TR,EVN,86556
1996-10-08,EVEREN CAPITAL CORP,EVR,84027
2006-08-11,EVERCORE PARTNERS INC,EVR,91413
2017-08-30,EVERCORE INC,EVR,91413
2015-08-24,EVERI HOLDINGS INC,EVRI,90885
2003-09-26,EATON VANCE TAX ADVAN DIV IN FD,EVT,89842
1992-12-17,ENVIRONMENTAL TECHNOLOGIES CORP,EVTC,78146
2008-05-09,EVOTEC A G,EVTC,92683
2013-04-12,EVERTEC INC,EVTC,13837
2021-12-16,VERTICAL AEROSPACE LTD,EVTL,22514
2000-04-03,EDWARDS LIFESCIENCES CORP,EW,87657
2007-02-23,EATON VANCE TAX MNGD GLBL DIV EQ,EXG,91749
2007-01-29,ENDEAVOUR SILVER CORP,EXK,91689
2004-02-02,EAGLE MATERIALS INC,EXP,80415
2004-02-02,EAGLE MATERIALS INC,EXP,89983
2004-06-10,EAGLE MATERIALS INC,EXP,80415
2004-06-10,EAGLE MATERIALS INC,EXP,89983
2006-06-30,EAGLE MATERIALS INC,EXP,80415
1999-07-01,EXPEDITORS INTERNATIONAL WA INC,EXPD,87717
2010-05-13,EXPRESS INC,EXPR,93373
2004-08-12,EXTRA SPACE STORAGE INC,EXR,90305
2000-08-03,FORD MOTOR CO DEL,F,25785
1993-12-03,FIRST AMERICAN FINANCIAL CORP,FAF,35124
2000-05-22,FIRST AMERICAN CORP CALIF,FAF,35124
2010-06-02,FIRST AMERICAN FINL CORP NEW,FAF,93374
1992-04-29,INTERNATIONAL FAMILY ENTMT INC,FAM,77550
1998-07-01,FIRST AMERICAN CORP TN,FAM,35175
2004-11-24,FIRST TRUST ABERDEEN GLB OPP INC,FAM,90434
2022-07-01,FIRST TRUST ABRDN GLB OPP INC FD,FAM,90434
2021-12-27,FATHOM DIGITAL MANUFACT CORP,FATH,20739
2022-12-15,FORTUNE BRANDS INNOVATIONS INC,FBIN,12981
2000-04-25,FIRST CITY BANK NEW BRITAIN CONN,FBK,87836
2016-09-16,F B FINANCIAL CORP,FBK,16319
1993-03-11,FIRST FEDERAL SAVINGS BANK,FBP,11018
1994-11-15,FIRSTBANK PUERTO RICO SAN JUAN,FBP,11018
1998-10-01,FIRST BANCORP P R,FBP,11018
2021-10-19,FRANKLIN B S P REALTY TRUST INC,FBRT,22080
1997-06-02,FRANKLIN COVEY CO,FC,77637
1992-06-10,FIRST COMMONWEALTH FINANCIAL COR,FCF,77643
1995-12-01,FIRST CHICAGO N B D CORP,FCN,56450
1999-03-09,F T I CONSULTING INC,FCN,83509
2015-11-10,FOUR CORNERS PROPERTY TRUST INC,FCPT,15719
1992-01-21,FIRST CITY BANCORP INC,FCT,75820
2004-05-26,FIRST TRUST FOUR CNRS SR FLTG II,FCT,90160
2010-10-13,FIRST TRUST SR FLTG RT INC FD II,FCT,90160
1991-01-04,FREEPORT MCMORAN COPPER & GOLD,FCX,75294
1995-07-31,FREEPORT MCMORAN COPPER & GOLD,FCX,81774
2001-08-24,FREEPORT MCMORAN COPPER & GOLD,FCX,75294
2002-01-02,FREEPORT MCMORAN COPPER & GOLD,FCX,81774
2014-07-14,FREEPORT MCMORAN INC,FCX,81774
1997-10-24,FRESH DEL MONTE PRODUCE INC,FDP,85449
1998-01-12,F D X CORP,FDX,60628
2000-01-21,FEDEX CORP,FDX,60628
1991-10-17,FRIES ENTERTAINMENT INC,FE,66915
1997-11-10,FIRSTENERGY CORP,FE,23026
2017-11-08,FOUR SEASONS ED CAYMAN INC,FEDU,17058
2001-02-01,FREQUENCY ELECTRONICS INC,FEI,62228
2012-11-28,FIRST TRUST MLP & ENERGY INC FD,FEI,13685
2011-05-12,PHOENIX NEW MEDIA LTD,FENG,12751
2021-03-08,FERGUSON PLC,FERG,20745
2012-04-12,FORUM ENERGY TECHNOLOGIES INC,FET,13337
2001-03-01,FIRST FINANCIAL FUND INC,FF,69382
2008-10-14,FIRST OPPORTUNITY FUND INC,FF,69382
2011-03-23,FUTUREFUEL CORP,FF,12615
1994-06-29,FRANCHISE FINANCE CORP AMERICA,FFA,80684
2004-08-27,FIRST TR FIDUC ASS MGMT COV CALL,FFA,90306
2007-10-01,FIRST TRUST ENHANCED EQ INC FUND,FFA,90306
1992-06-22,FUND AMERICAN ENTRPRS HLDGS INC,FFC,68419
2003-01-29,F & C CLAYMORE PFD SECS INC FD,FFC,89649
2003-11-17,FLAHERTY & CRUMRINE CLAYMORE PFD,FFC,89649
2013-02-22,FLAHERTY & CRUMRINE PFD SECS INC,FFC,89649
